微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwxUkbMCw,崇川区关于对在疫情防控阻击战中表现突出的人员给予表扬（晋级）的通报（四）新冠肺炎疫情防控阻击战打响以来，全区广大基层党组织和党员干部按照区委、区政府关于疫情防控工作的部署要求，把疫情防控作为当前最重要的工作来抓，全面动员、众志成城、拼搏奋战，勇于克服各种困难，积极投身防控一线，用最美“逆行”向疫情宣战，充分发挥了基层党组织的战斗堡垒作用和党员干部的先锋模范作用。近期，全区广大基层党组织和党员干部更加精准地把握疫情发展的特点，一手抓疫情防控、一手抓复工复产，以有效的疫情防控为复工复产创造条件，以积极的恢复生产为疫情防控提供保障，涌现出了一批信念坚定、冲锋在前、担当作为、甘于奉献的先进典型。为了激励先进、鼓舞斗志，对照《崇川区疫情防控战时党员干部六条激励措施》，通过一线了解和专项考察，经研究，对以下10名人员给予通报表扬（晋级）：薛  平，区卫健委主任、党组书记，推荐晋升一级主任科员孙  彬，文峰街道城管执法中队队长、四级主办，推荐进一步使用陈  勇，观音山街道盘香沟社区党委书记，由A3档晋升到A2档李玉琪，狼山镇街道三角桥社区社工，由B2档晋升到B1档马  达，区新闻中心工作人员，由C2档晋升到C1档冯  艳，和平桥街道濠西社区社工，由C2档晋升到C1档钱  伟，新城桥街道朝晖社区社工，由C3档晋升到C2档汤云飞，区发改委办公室主任，优先推荐为先进个人王世娟，区市场监督管理局城东分局科员，由党员发展对象优先吸收入党尤志等，观音山派出所治安民警，由入党积极分子优先确定为党员发展对象全区各级党组织和广大党员干部要进一步提高站位、振奋精神、凝聚力量、持续奋战，把党的政治优势、组织优势、密切联系群众优势转化为疫情防控工作优势，始终把人民群众生命安全和身体健康放在第一位，坚决做好各项防控工作，让党旗在防控疫情斗争第一线高高飘扬，为打赢疫情防控阻击战作出应有的贡献！中共南通市崇川区委组织部南通市崇川区人力资源和社会保障局2020年2月29日 ,,无,无,无,2020-03-01 07:29,专业版微博,2,0,1
IwxRCCoFB,中国-世卫组织联合考察报告发布！10条干货必看来源：健康中国29日，国家卫生健康委发布《中国-世界卫生组织新型冠状病毒肺炎（COVID-19）联合考察报告》，公布了对新冠肺炎的最新研究结果与应对措施。报告指出，中国采取了历史上最勇敢、最灵活、最积极的防控措施。1.病毒属性：新冠病毒是一种动物源性病毒；在武汉发现的早期病例被认为是通过动物传染到人的途径感染，截至2月25日，尚未查明动物来源。2.病毒宿主：蝙蝠似乎是该病毒的宿主，但中间宿主尚未查明。3.病毒特点：新型冠状病毒是一种新出现的病原体，传染性强、传播速度快。它既不是SARS，也不是流感。4.传播途径：新冠肺炎在无防护下通过飞沫和密切接触在感染者和被感染者之间发生传播，在医疗机构中或可存在因医疗操作产生气溶胶而发生空气传播的可能，粪-口传播似乎并不是主要传播方式。5.传播来源：到目前为止，绝大多数病例是来自武汉或湖北或与之有直接联系。社区传播非常有限，人际传播主要在家庭中发生。6.易感人群：新冠肺炎病毒几乎人人易感，感染后是否具有免疫力需进一步研究；真正的无症状感染者比例尚不明确，但相对较罕见，也不是传播的主要驱动因素。7.患者特征：新冠肺炎患者通常在感染后平均5至6天（平均潜伏期5至6天，范围1至14天）出现轻度呼吸道症状和发热等症状，多数患者为轻症可痊愈，重症和死亡高危人群为年龄60岁以上。8.医务人员感染：流调显示，许多医务人员病例可能是在家庭内而非医院感染的。湖北以外地区的医务人员感染很少见。医疗机构医务人员感染并不是新冠肺炎在中国的主要传播特征。9.中国措施：中国采取了坚定有力的综合性非药物性干预措施，非常有效地切断病毒传播途径，为全球应对新冠肺炎提供了重要经验。这些措施包括：开展积极主动监测，迅速发现并立即诊断、隔离病例，严格追踪并隔离密切接触者，引导民众理解并接受上述措施。10.公众建议：认识到新冠肺炎是一种全新出现的令人关注的传染性疾病，但只要采取正确的应对措施，疫情暴发就可以得到控制，患者大都能够康复；立即采取并落实最为严格的预防措施，勤洗手，打喷嚏或咳嗽时掩住口鼻；时时关注新冠肺炎及其体征和症状（如发热、干咳）的最新信息，不断调整应对策略；人人做好准备，通过各种方式积极参与到疫情防控中来，严格保持“社交距离”，努力帮助老年人等高危人群。 ,,无,无,无,2020-03-01 07:22,专业版微博,3,0,0
IwxOryxzv,狼山国家森林公园今天开园！关于景区开放的公告尊敬的市民、游客：根据当前省、市新型肺炎疫情防控形势和逐步恢复生活秩序的有关要求，经相关部门审核，狼山国家森林公园符合开园条件。现决定自3月1日起，有序开放狼山国家森林公园部分景区，通告如下：一、开放范围1、自2020年3月1日起，有序开放狼山、啬园、军山景区室外区域，室内区域（广教寺、圣严法师纪念馆、军山普陀别院、啬园张氏飨堂等）、狼山山道和商铺暂不开放。2、狼山景区仅开放北门，啬园仅开放北门。二、开放时间：8：30—16：00三、人流控制当天入园游客密度进行实时监控，日最高承载量不超过核定值的50%，并根据实时情况对在园人数做适当调整。四、门票政策各景区入园门票价格以现场公示为准，全国医护工作者（凭本人有效证件）免票入园。五、注意事项1、所有进入景区人员须佩戴口罩，携带居民身份证或电子通行证等有效证件，并配合景区工作人员做好体温测量和实名登记，体温异常人员，谢绝入园，并按相关流程处置。2、营业期间暂不提供导游、索道、电瓶车及年卡办理等服务。3、景区窗口购票、检票排队请自觉保持1米以上距离；景区提供线上实名购票、自助购票、现场扫码支付等非接触式入园服务。4、在疫情全面解除前，景区内不得开展任何聚集性活动，一经发现，工作人员将予以劝阻。请广大游客、市民积极配合，共同努力，营造一个卫生、安全、有序的游览环境。应急电话：狼山景区：85705215啬园景区：85705301军山景区：85703117市第三人民医院（发热门诊）：18934523287狼山镇街道：85718288狼山派出所：18860979555南通狼山旅游度假区2020年2月29日 [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/b9259e9agy1gce2bjbf8ej20k00b9n07.jpg,http://ww1.sinaimg.cn/large/b9259e9agy1gce2bjdel6j20k00b9te6.jpg",无,无,2020-03-01 07:14,专业版微博,4,1,0
IwsxdDaY7,机动车检验标志电子化等新措施，明起在江苏试点实施2020年1月，公安部推出6项交管改革便民利企新措施，包括机动车检验标志电子化、接受教育减免交通违法记分、提供交通事故处理进度和结果网上查询3项试点的新措施，以及租赁车交通违法处理简捷快办、小客车转籍信息网上转递、交通安全导航提示服务3项全面推行的改革措施。据省公安厅交警总队相关负责人介绍，3月1日起，3项试点的新措施将如期实施。其中，机动车检验标志电子化在我省南京市试点，提供交通事故处理进度和结果网上查询则在全省范围试点。同时，我省张家港市正在开展参加交通安全公益活动减免记分的试点工作。试点机动车检验标志电子化，进一步推进减证便民。实行机动车检验标志电子化，通过全国统一的互联网交通安全综合服务平台核发检验标志电子凭证，减少纸质证明标志，免去群众粘贴麻烦。办理车辆登记、检验业务时，信息系统将自动推送检验标志电子凭证，群众可登录互联网交通安全综合服务平台或者“交管12123”手机APP，直接查看、下载使用。对6年内的免检车辆，可以直接在网上申领检验标志电子凭证；对检验有效期内的在用车辆，可以直接上网下载使用。已领取检验标志电子凭证的车辆，不需要再粘贴纸质标志，交通民警在执法管理中将通过警务执法终端等方式核查车辆检验状况。同时，鼓励相关行业部门在保险理赔、车辆租赁交易等领域广泛应用检验标志电子凭证，便利群众、企业办事。3月1日起，北京、天津、上海、重庆、哈尔滨、南京、杭州、宁波、济南、株洲、深圳、海口、成都、贵阳、玉溪、乌鲁木齐16个城市第一批试点机动车检验标志电子化，在试点基础上，将加快全国推广应用。试点提供交通事故处理进度和结果网上查询，进一步保证公开透明。对造成人员伤亡或者较大财产损失、适用一般程序处理的交通事故，事故各方当事人及其代理人可以通过互联网交通安全综合服务平台、“交管12123”手机APP查询事故处理进度、结果。其中，事故处理进度包括案件受理、扣留扣押、调查取证、检验鉴定、损害赔偿调解等内容；事故处理结果包括道路交通事故认定书、交通事故证明、复核结论等内容。此外，事故车辆所有人、事故车辆承保保险公司人员提出申请的，也可以上网查询。3月1日起，上海、江苏、山东、广东、重庆、四川6个省（市）先行试点，2020年底前将在全国全面实施。另外，租赁车交通违法处理简捷快办、小客车转籍信息网上转递、交通安全导航提示服务3项改革措施，已在我省试点落实，将于3月底前在全国全面实施，进一步扩大改革覆盖面，让更多群众企业享受到便利实惠。 原图 ,,http://wx2.sinaimg.cn/large/b9259e9agy1gcdf3sstxuj20u099me85.jpg,无,无,2020-02-29 17:48,360安全浏览器,6,2,1
Iwst8rDtk,南通发布原创视频：他们在为你“加油”来源：南通发布（记者申雯）△视频作者朱昊晨申雯“疫”线有你，今天要说的是一群飞机加油员!也许你会好奇，飞机加油员，跟“疫”线的距离似乎有点远，其实并不然。南通兴东国际机场所有起降航班的加油保障都由中国航油南通供应站负责。疫情期间，加油员们更要保证高质量完成各项航班加注任务，确保空中救援绿色通道万无一失，因为这里面就包括运输防疫物资的航班、疑似高烧人员所在的航班，加油员们也时刻面临着暴露的风险。中国航油南通供应站里是一群清一色的汉子，最小的1997年出生，他们都是与经停南通的飞机最亲密的人。因为适应航班的需要，平时他们都是轮流做一休一，但在这次疫情期间，他们却谁都不愿意休息。在江苏启动突发公共卫生事件一级响应之前，经理芦承志就敏锐觉察到了局势可能会发生变化，提出划分保障组、后备组和应急组的方案，成员们争先恐后报名参加保障组，虽然大家都知道，这就意味着直至疫情结束，只要没有特殊情况保障组成员将绝不下线。连续30多天，芦承志、胡建军、余雪峰、张鸿、王颖、孙煜这六个汉子舍小家保大家，这里面有刚刚热恋的小情侣、有家有萌宝的女儿奴、有担心孩子学业的父亲……但是他们共同的身份是保障者。他们曾亲眼看到游客从泰国人肉背回防护物资，心生感动;他们在等待保障发烧乘客所在航班时，也会心有所惧，但他们始终牢记坚持高质量完成各项航班加注任务，确保万无一失的使命，因为“疫”线需要你，需要我，需要他!这群可爱的人还联合自己的名字起了个组名，叫“志煜”组，以此向所有医护人员致敬：你们负责“治愈”，他们为你“加油”! http://t.cn/A67VWyMR ,,无,无,无,2020-02-29 17:38,微博视频号,5,1,0
IwssZfUh7,南通开发区举办春季首场现场招聘会，45家企业提供逾千优质岗位为有效缓解复工企业用工短缺，保障生产和经济发展，同时积极为返乡、来通的各类人员搭建选岗求职平台，2月29日上午，南通开发区在严格做好疫情防控的情况下，在区人力资源服务中心举办2020年春季首场现场招聘会。为严格遵守疫情期间防控要求，此次招聘会所有工作人员和求职者都要凭身份证从指定入口进入，自觉接受体温测量，并登记身份信息，填写疫情防控承诺书。15天内有重点疫区（含一般重点疫区）旅居史、接触史的以及发热人员，不得进入场内，可领取纸质岗位招聘信息以非现场形式求职。应聘摊位前等待洽谈时，有序排队并保持1.5米以上距离。本次招聘会还控制了入场企业和求职者数量入场人员达到一定数量时，将控制人员分批进入。据悉，这次招聘会仅开放45个招聘摊位，45家规模企业参会，将提供1000余个优质岗位。来源：南通发布（文/记者 陈可 通讯员 钱咸华 图/通讯员 钱咸华） [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/b9259e9agy1gcdepvey1oj20v90jo44u.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gcdepvhz3vj20v30juags.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gcdepvl84mj20v30jq7af.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gcdepvgfyij20v60jrgrh.jpg",无,无,2020-02-29 17:38,专业版微博,0,0,1
Iwsqa2FOz,南通三院恢复正常医疗来源：南通发布（文、图 | 通讯员 郝淑丽 记者 冯启榕）作为我市新冠肺炎的定点收治医院，自2月26日起，南通市第三人民医院全面有序恢复正常诊疗活动。目前，急诊、发热门诊24小时开诊，耳鼻喉、口腔、眼科及呼吸、消化、鼻内镜检查满足急诊，医学美容科、健康体检暂缓恢复，其他各专科、专家门诊正常开放，旨在为广大患者提供安全、便捷的就医服务。就诊必须预检分诊28日上午，走进第三人民医院北门，便看到主干道一处体温检测点，工作人员正在对每一位入院人员测体温；循着导引标识来到医院东侧的医疗综合大楼，入口处工作人员正有序引导就诊患者排队进入；在门诊大厅预检分诊台前，设置了一台自动测温仪，患者在指定区域进行测温，如果有发热情况，测温仪会自动显示出来，无发热的患者须登记相关信息、领取就医分诊条，再到相应科室挂号就诊。据南通三院门诊部主任朱浩然介绍，为方便管理，目前三院只开放东大门和北大门两条通道，设置了4处规范的预检分诊点。所有来院人员均需主动接受体温检测及流行病史问询，并配合填写疾病筛查表；所有进入院区的患者（含预约患者）必须经过预检分诊点测量体温，并如实告知工作人员是否有发热、咳嗽等呼吸道症状，近2周内湖北省或其他有病例报告社区的旅行史或居住史，近2周内是否接触过新冠肺炎疑似或确诊患者，家中是否有聚集性发病情况等，在领取预检分诊凭证后方可进入诊区。“对预检发现的发热可疑患者，经专用通道送入发热门诊就诊，不与普通患者接触。”朱浩然强调，来院就诊的病友必须全程戴好口罩，做好自我防护。如果就诊患者较多，出现门诊大厅排队积压的情况，该院将适时增加工作人员及时控制疏导，以保证就医安全。设置发热门诊专区目前，市三院发热门诊设在3号楼，区域独立，与门急诊相隔离并与其他建筑保持适当间距。患者在同一个区域即完成咨询、挂号、问诊、缴费、检验、检查、取药全部流程，X光片机等检查设备也安置在诊室内，既方便发热患者就诊，又保护了院内其他患者。发热门诊张琳护士长介绍，发热门诊内设有留观床位，用于对可疑病例进一步检查、治疗，按照相关规定，如果明确诊断为疑似病例或确诊病例的患者，医护人员会及时将其转移至隔离病区救治。诊疗区域井然有序近期为避免门诊患者过多造成交叉感染，市三院建议广大患者使用“南通医保APP”提前预约挂号；在门诊自助服务区的自助病历本售卖机上，凭个人身份证或医保卡，通过支付宝、微信等方式购买病历；为提升就诊效率、进一步方便广大患者，门急诊设置并完善了标识导视系统，患者目光所达之处，可根据清晰的指引最快到达目的区域。在该院医疗综合大楼1至3层，挂号、问诊、缴费、检验、取药处都有导医服务，各服务窗口人群有序排队，各诊室严格遵守“一患一诊室”，病友之间保持至少1米的距离；医技科室全面正常运转，CT、磁共振、超声等预约排号，患者按预约时段到指定检查室检查，秩序井然。对于住院及手术患者，根据规定，患者入院时需做新冠肺炎排除检查，手术患者术前还要做新冠病毒核酸检测等相关检查，住院患者及陪同陪护人员需签相关告知承诺书。 [组图共5张] 原图 ,,"http://ww2.sinaimg.cn/large/b9259e9agy1gcdeimcmtxj20k00dbwgq.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gcdeimfuh4j20k00cdjtf.jpg,http://ww2.sinaimg.cn/large/b9259e9agy1gcdeimdz5dj20k006mmyg.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gcdeimefz9j20k00d1wgi.jpg,http://ww2.sinaimg.cn/large/b9259e9agy1gcdeimhdy8j20k00cjdi3.jpg",无,无,2020-02-29 17:31,专业版微博,7,1,1
IwspkjVJq,南通市中医院首批支援湖北医疗队：抗疫“满月”，誓言无悔！来源：南通发布（通讯员 焦毅 记者 冯启榕）2月24日，武汉，天气晴。南通市中医院首批援助武汉医疗队出征满月。这一天，是中国传统的“龙头节”， 黄杰和苏成程用电推刀互助剃了个清爽的“卤蛋头”，女队员们也对着镜子，象征性地修理了自己亲手剪短的头发。不为别的，求一个吉利的好兆头——最坏的一切都将过去，武汉的春天，已经在路上。 [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/b9259e9agy1gcdegi9ygrj20k00f9aeh.jpg,http://ww2.sinaimg.cn/large/b9259e9agy1gcdegi7ztbj20k00f0my7.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gcdegia795j20k00qoabt.jpg",无,无,2020-02-29 17:29,专业版微博,11,0,2
IwrScnudR,#夺取双胜利 我们在行动#【夺取双胜利 我们在行动 | 听，江苏各地奏响复工复产“协奏曲”】随着全国各地陆续进入“复工进行时”，江苏各地也在持续发力。江苏企业复工情况全国领先，政企同心、多方努力，蹄疾步稳推进经济发展，奏响了复工复产的“协奏曲”。今天，我们聚焦苏州和宿迁的复工情况，一起来看→ http://t.cn/A67VvcWm 原图 ,,http://wx1.sinaimg.cn/large/b9259e9aly1gcdc3kzifvj20hs0vk76x.jpg,无,无,2020-02-29 16:07,HUAWEI P20 Pro,2,0,3
Iwput3ihX,南通市新型冠状病毒肺炎疫情通报（2.29）2020年2月28日0-24时，我市无新增新型冠状病毒肺炎确诊病例。截至2月28日24时，我市累计报告新型冠状病毒肺炎确诊病例40例，其中，普通型病例40例，出院病例37例。确诊病例中，海安市5例（高新区3例、其中出院3例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院3例，如城街道3例、其中出院3例，江安镇1例、其中出院1例），如东县3例（栟茶镇3例，其中出院3例），海门市14例（悦来镇2例、其中出院2例，高新区2例、其中出院2例，三厂街道5例、其中出院4例，滨江街道1例、其中出院1例， 海门港新区1例、其中出院1例，开发区2例、其中出院2例，三星镇1例、其中出院1例），启东市3例（吕四港镇2例、其中出院2例，王鲍镇1例、其中出院1例），通州区8例（平潮镇3例、其中出院3例，张芝山镇4例、其中出院3例，金新街道1例、其中出院1例）。目前，共追踪密切接触者1318人，已解除医学观察1300人，尚有18人正在接受医学观察。南通市新型冠状病毒感染的肺炎疫情防控指挥部2020年2月29日 ,,无,无,无,2020-02-29 10:03,专业版微博,18,2,17
