微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iwyp7omhq,【疫情动态】2月29日江苏无新增新型冠状病毒肺炎确诊病例　　2020年2月29日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例10例。　　截至2月29日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。　　累计确诊病例中，在院病例102例。其中，轻型病例9例；普通型病例90例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。　　出院病例529例。其中，南京市58例、无锡市49例、徐州市71例、常州市48例、苏州市64例、南通市37例、连云港市37例、淮安市55例、盐城市27例、扬州市23例、镇江市11例、泰州市37例、宿迁市12例。　　目前，江苏省追踪到密切接触者12633人，已解除医学观察12503人，尚有130人正在接受医学观察。　　专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。 ,,无,无,无,2020-03-01 08:45,微博 weibo.com,92,4,71
IwuruAklW,#晚安# 今天是2月的最后一天，四年一度的2月29日。你是怎么过的？有啥特别不？睡前来告诉小布吧  ,,无,无,无,2020-02-29 22:40,微博 weibo.com,33,0,37
Iwt3bdBE8,【马到成功！淮安白马湖“彩色油菜花田”初露真颜】翡翠黄金缕，跃然“绣”田间。近日，江苏淮安白马湖旅游度假区李庄渔耕驿站南侧，景区人员在占地近百亩的农田里用不同品种的油菜种种出“马到成功”的图案，静待盛花期呈现最佳效果。（管伟法 干石泉 张弢 卫俊良）  淮安发布的微博视频  ,,无,无,无,2020-02-29 19:07,微博视频号,28,6,7
IwsudcAGr,【周恩来总理侄孙周日和向家乡捐赠20万元“战疫”物资】2月29日，淮安市淮安区慈善总会收到了一笔特殊的捐赠。这是周恩来总理侄女周秉建及其儿子周日和与友人陈宇凌寄来的20余万元“战疫”物资，包含防疫帽660个、防护面罩2000个、N90口罩4000个和隔离服720件等。据了解，相关物资第一时间送到了淮安医院发热门诊、隔离点、留观点和康复治疗病区。http://t.cn/A67VWkIr [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d58123f2gy1gcdes40c96j20fi0acqfq.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gcdes3yvkpj20fi0ac7fp.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gcdes40qvkj20fi0acqg9.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gcdes3zrokj20fi0ac4ao.jpg",无,无,2020-02-29 17:41,微博 weibo.com,302,24,20
IwrQooSGx,【直播：人民战“疫”特别节目】共饮一江水，苏黄情谊深。江苏儿女携手黄石人民并肩战斗，诠释“同气连枝，共盼春来”的深情厚爱。@人民网江苏频道 、@人民网湖北频道 为您带来江苏对口驰援黄石的最新情况。#万众一心抗击疫情# 人民网的微博视频  ,,无,无,无,2020-02-29 16:03,微博 weibo.com,23,2,9
IwrFPAmwY,【淮安发放首张“先证后查”食品生产许可证】突破“现场审查”的前置许可局限，试点实行“食品生产许可告知承诺制”办法，2月27日，在江苏银晟米业有限公司提出申请后24小时，拿到了淮安首张“先证后查”食品生产许可证。金湖：发放淮安首张“先证后查”食品生产许可证  原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcdb21jpnqj20l30f80vi.jpg,无,无,2020-02-29 15:37,微博 weibo.com,7,0,0
IwqZzqU7I,#上升吧，小蓝线！#【反超！累计治愈出院首超现有确诊病例数】据国家卫健委通报，截至2月28日24时，31个省（自治区、直辖市）和新疆生产建设兵团报告现有确诊病例37414例，累计治愈出院病例39002例，累计治愈出院病例首次超过现有确诊病例。@央视新闻   原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcd875cuwkj20j60y3gqt.jpg,无,无,2020-02-29 13:53,微博 weibo.com,11,4,0
IwqKbB8fG,【抗疫防控·淮安惠企最全服务指南，一图get√】抗击新冠肺炎疫情期间，淮安出台多项企业扶持政策，涉及8个方面68项，来具体了解一下吧！  原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcd71y0t2fj20hsbcrhdt.jpg,无,无,2020-02-29 13:15,微博 weibo.com,2,3,0
Iwq6GfWUI,#宅家学做菜#【川味麻辣牛肉干】自制追剧必备的小零嘴   @熊二食记 熊二食记的微博视频  ,,无,无,无,2020-02-29 11:37,微博视频号,21,10,4
IwpmVfRiK,【八段锦、经络操、穴位按摩……他们将中医特色疗法带进武汉隔离病房】江苏省第二批援鄂医疗队队员、淮安市中医院呼吸与危重症医学科护士长徐星星和祁琦、马丽婷两位副护士长抵达武汉已一个月了，她们把简便验廉、有明确治疗效果的中医特色疗法带进了入驻的江夏区第一人民医院七病区。http://t.cn/A67tELSl http://t.cn/A67tELOv ,,无,无,无,2020-02-29 09:45,微博视频号,16,1,6
IwpaKgCOu,【老年人如何正确参与防疫】转给爸妈！避开这五大误区！  原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gccz6km1rrj20u05yw4qp.jpg,无,无,2020-02-29 09:15,微博 weibo.com,6,4,3
IwoYBCevF,【2月28日江苏无新增新型冠状病毒肺炎确诊病例】2020年2月28日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例13例。截至2月28日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。累计确诊病例中，在院病例112例。其中，轻型病例9例；普通型病例100例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。出院病例519例。其中，南京市58例、无锡市48例、徐州市71例、常州市48例、苏州市62例、南通市37例、连云港市35例、淮安市55例、盐城市27例、扬州市19例、镇江市10例、泰州市37例、宿迁市12例。目前，江苏省追踪到密切接触者12633人，已解除医学观察12443人，尚有190人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。 ,,无,无,无,2020-02-29 08:45,微博 weibo.com,67,4,77
IwkKLzNXO,交朋友慢的人，换朋友更慢。#晚安淮安#  原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcce8nww61j21900u0u0x.jpg,无,无,2020-02-28 22:00,微博 weibo.com,39,2,16
IwkyAA4zj,【为您守护淮安第一道防线】 @平安淮安 我们，在！#战“疫”淮安在行动# #抗疫我在岗# @新浪江苏 平安淮安的微博视频  ,,无,无,无,2020-02-28 21:30,微博视频号,30,5,6
Iwkii3Xl8,凉拌香菜、凉拌苦瓜、凉拌芹菜、凉拌折耳根，一定要选一盘吃完的话，你会选哪一样？ 你的选择是？  ,,无,无,无,2020-02-28 20:49,微博 weibo.com,607,2,25
IwjZIeQ6v,【vlog】淮安市第二批援鄂医疗队副队长，市妇幼保健院护士王晶晶工作的一天（通讯员：刘威）#战“疫”淮安在行动#  淮安发布的微博视频  ,,无,无,无,2020-02-28 20:04,微博视频号,55,5,4
IwjICyyxs,【新型冠状病毒科普知识】孕妈妈需到医院就医，如何做好自我防护？（via. @盐城发布 ） 盐城发布的微博视频  ,,无,无,无,2020-02-28 19:22,微博视频号,4,0,0
IwjuankNL,#抗疫我在岗# 【你认真工作的样子，真美！】一年之计在于春。当前淮安正迎来复工复产热潮，各行各业的奋斗者们满怀信心、干劲十足，成为一道道靓丽的风景线。他们认真工作的样子，真美！无论大家在哪个工作岗位，只要心往一处想，劲往一处使，我们就一定能够夺取疫情防控和经济社会发展双胜利！@新浪江苏 #战“疫”淮安在行动# [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/d58123f2gy1gccb2g0ln6j20u00k5go2.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gccb2g9zirj20u00k077y.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gccb2g7ebzj20u00k0q78.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gccb2g7tgtj20u00k0jxb.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gccb2g6876j20u00jngow.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gccb2gf0gwj20u00k0mz1.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gccb2g75szj20u00k0jtt.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gccb2gcpd7j20u00jl0tz.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gccb2ggcfgj20u00k8ac7.jpg",无,无,2020-02-28 18:46,微博 weibo.com,6,0,2
Iwjg4zgs2,#宅家学做菜# 【#煎牛奶# 脆皮炸鲜奶】喜欢喝牛奶的朋友，一定不要错过今天这道经典小食，脆皮炸鲜奶。把新鲜的牛奶做成奶酱，然后裹上脆皮浆和面包糠，稍稍炸一下就可以了。表皮金黄酥脆，内里绵软香滑，真是甜蜜暴击~（via. @美食台foodvideo ） 美食台foodvideo的秒拍视频  ,,无,无,无,2020-02-28 18:11,微博视频号,16,6,7
IwiYlF3zM,#疫情之下的生命接力# 【疫情之下的生命接力！48岁男子捐献器官浙大二院让6个生命重获新生】2月27日早上7点40分，张先生（化名）从浙大二院综合ICU被推出，送往手术室。在那里，他捐出全身器官（1心脏、2肺脏、1肝脏、2肾脏及1对眼角膜），完成生命的“交接仪式”。对于48岁的张先生来说，2月27日这一天，是他生命的最后一天，也是他以另一种方式“重生”的一天。12天前，张先生突然倒地不起，紧急送医后，被诊断为脑干出血，双侧瞳孔已散大。脑干部位的出血，发病率虽然不高，但病情极其凶险，死亡率在所有脑卒中里居首位。他没有躲过疾病的致命一击。 #48岁男子捐献器官6个生命重获新生# （via. @浙视频 ） http://t.cn/A67GTzef ,,无,无,无,2020-02-28 17:28,微博视频号,30,0,2
IwiBIEL9M,【#疫情是否会影响大家工资#？人社部作答】28日在国务院联防联控机制新闻发布会上，有记者提问，疫情是否会影响大家工资？人力资源社会保障部副部长游钧：①鼓励企业和职工同舟共济②政策帮扶到位，为企业减负③指导和督促确实需要裁员的企业，防止违法裁员（新华视点）疫情对你的工资有影响吗？ http://t.cn/A67GawrU ,,无,无,无,2020-02-28 16:32,微博 weibo.com,317,2,5
IwikCrulm,【不放弃任何希望！江苏援黄石#医疗队连夜救治危重患者#】27号晚上，大冶一位危重病人被装上ECMO和呼吸机，转运至黄石医疗条件最好的中心医院的ICU。江苏省支援湖北疫情防控前方指挥部副总指挥鲁翔介绍，江苏支援黄石医疗队医疗救治及专家组组长黄英姿与医疗队成员赵炜等多位专家第一时间对其进行了紧急治疗，一直工作到次日凌晨两三点钟，医务人员也通宵守在病人身旁，非常的辛苦。“对这些危重症病人只要有救治的一线机会，我们不轻言放弃，尽一切努力，把他们能够从死亡线上拉回来。”鲁翔说道。（via. @JSTV荔枝视频 ） http://t.cn/A67bRO2l ,,无,无,无,2020-02-28 15:50,微博视频号,15,0,5
Iwi0Cy6ha,【#援鄂医生的日记# ：我们只是挺身而出的凡人】近日，湖北武汉。惠亮亮是江苏淮安援鄂医疗队危重症救治组组长，为激励自己和同事，他每天在工作之余写日记。惠亮亮说，他们只是挺身而出的凡人，在做自己责无旁贷的事情。（via.@澎湃新闻 ） 澎湃新闻的微博视频  ,,无,无,无,2020-02-28 15:00,iPhone客户端,19,0,1
IwhAXhyDD,#战“疫”淮安在行动# 【淮安一宠物医院店内存在消费者人数超额被处罚】2月27日，淮安市清江浦区人民政府官网发布警方通报。通报显示，27日，清江浦公安分局民警在检查中发现，承德北路一家宠物医院违反规定，店内存在消费者人数超额现象。根据《治安管理处罚法》相关规定，民警对经营业主高某夏拒不执行紧急状态下的决定、命令的违法行为予以罚款200元的行政处罚。　　据了解，为保障居民生活基本需求，2月25日，《清江浦区新冠肺炎疫情联防联控工作指挥部通告(第6号)》明确了沿街店面及相关经营场所疫情防控管理责任，然而，少数经营业主置若罔闻，违反通告规定，违法从事经营行为。　　警方提醒：2020年2月以来，为加强沿街店面及相关经营场所疫情防控管理工作，清江浦区新冠肺炎疫情联防联控工作指挥部发布了多条通告，要求全面规范经营和消费行为，再次提醒广大经营业主及市民朋友，疫情尚未结束，继续做好疫情防控，不要在此期间抱有侥幸心理。违反规定的违法经营者，必罚! #关注江苏新型肺炎疫情# @新浪江苏 原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcc2psn7ztj20i20a5q6p.jpg,无,无,2020-02-28 13:57,微博 weibo.com,12,2,11
IwhczzwqE,#关注江苏新型肺炎疫情# 【#徐州首例患者出院半个月核检转阳#，已重新住院治疗】2月28日，@澎湃新闻 从徐州疾病预防控制中心确认，已治愈出院半个月的该市首例确诊病例，因复检时发现核酸检测再度呈阳性，已重新住院接受治疗，与其出现同样情况的还有该病例的小女儿。为了避免疫情扩散，物业公司决定对该病例一家居住的单元楼再度封楼半个月。 #街坊邻里# 原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gcc10slww5j20i20a575n.jpg,无,无,2020-02-28 12:57,iPhone客户端,8,1,6
Iwh1CvpzT,【#教育部回应高考会不会推迟#：研判疫情发展、组织专家综合评估】教育部副部长翁铁慧表示：要综合评估疫情对考试组织、考场防疫、交通出行、命题制卷、中学教学等各方面因素的影响。高考方案必须保障广大考生和涉考工作人员生命安全和身体健康。#稳妥审慎研究今年高考实施方案#，相关工作安排将及时向社会公布。（via. @人民日报 ） http://t.cn/A67bJyRj ,,无,无,无,2020-02-28 12:30,微博视频号,3,1,2
IwgEOzvUw,【人事任免】今天上午，淮安市八届人大常委会第三十二次会议决定免去：　　黄克清同志淮安市发展和改革委员会主任职务；　　庄护林同志淮安市应急管理局局长职务。决定任命：　　蒋继贵同志为淮安市发展和改革委员会主任；　　吴苏同志为淮安市行政审批局局长；　　刘爱国同志为淮安市应急管理局局长。 原图 ,,http://wx4.sinaimg.cn/large/d58123f2gy1gcbykxiqm1j20i20a5q6p.jpg,无,无,2020-02-28 11:34,微博 weibo.com,52,1,19
IwgB72JKF,【今天，又有5名出院！】淮安5名新冠肺炎患者病毒核酸检测连续两次以上阴性，今日解除隔离并出院。截至2月28日上午，淮安共有55名新冠肺炎患者治愈出院。新出院患者信息：一、女，72岁，淮安区人，1月26日入市第四人民医院隔离治疗，综合其症状和新冠病毒检测结果，确诊为新冠肺炎患者；二、男，56岁，生态文旅区人，2月11日入市第四人民医院隔离治疗，综合其症状和新冠病毒检测结果，确诊为新冠肺炎患者；三、女，35岁，淮安区人，2月13日入市第四人民医院隔离治疗，综合其症状和新冠病毒检测结果，确诊为新冠肺炎患者；四、女，50岁，淮安区人，2月13日入市第四人民医院隔离治疗，综合其症状和新冠病毒检测结果，确诊为新冠肺炎患者；五、男，63岁，淮安区人，2月13日入市第四人民医院隔离治疗，综合其症状和新冠病毒检测结果，确诊为新冠肺炎患者。#战“疫”淮安在行动# [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/d58123f2gy1gcbybas269j20u00k0q3z.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gcbybbics9j20i20a5q6p.jpg",无,无,2020-02-28 11:25,微博 weibo.com,39,3,16
IwgruoSP6,#多国确诊病例攀升#，全球疫情升级！  @人民日报  原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gcbxmsd510g20k00wn144.gif,无,无,2020-02-28 11:01,微博 weibo.com,5,5,3
Iwg0G1dn5,#抗疫我在岗# 【他，30天没回过一次家】“在病毒面前，每个人都是一道防线，每个人都是一座城池；在病毒面前，没有后方，每个人，都处于第一线。”30天了，淮安市淮安分局城东派出所教导员（主持工作）张勇是这么说的，也是这么做的。虽然他的家距离城东派出所辖区并不远，但他没有回过一次家。#战“疫”淮安在行动# 详情点击→ http://t.cn/A67bwD5B 查看。#关注江苏新型肺炎疫情# @新浪江苏 [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d58123f2gy1gcbvpzx6uqj20kw0fmk4c.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gcbvpzxtfrj20kj0fadse.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gcbvpzqlh9j20ku09en81.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gcbvpzyd2ej20l10bo7f7.jpg",无,无,2020-02-28 09:55,微博 weibo.com,23,2,11
IwfMKxCYw,#江苏对口支援湖北黄石# 【黄石市新冠肺炎（2月27日0-24时）】2月27日0-24时，黄石市新增新冠肺炎病例0例。新增出院40例，其中大冶市14例、阳新县3例、黄石港区7例、西塞山区6例、下陆区3例、开发区·铁山区7例。截至2月27日24时，黄石市累计报告新冠肺炎病例1013例，其中大冶市241例、阳新县161例、黄石港区202例、西塞山区146例、下陆区133例、开发区·铁山区92例、外地户籍38例。黄石市累计治愈出院653例。黄石市累计病亡33例，其中大冶市6例、阳新县3例、黄石港区9例、西塞山区3例、下陆区9例、开发区·铁山区3例。目前仍在院治疗327例，其中重症22例、危重症21例，均在定点医疗机构接受隔离治疗。现有疑似病例21例，当日新增0例，当日排除2例，隔离治疗21人。累计追踪密切接触者7022人，尚在接受医学观察688人。（via. @黄石日报 ） #最新疫情# 原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gcbupxxq9lj20i20a5q6p.jpg,无,无,2020-02-28 09:21,微博 weibo.com,24,2,7
Iwfxp6jpZ,【2月27日江苏无新增新型冠状病毒肺炎确诊病例】2020年2月27日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例12例。1例危重型病例转为重型病例，2例重型病例转为普通型病例。截至2月27日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。累计确诊病例中，在院病例125例。其中，轻型病例11例；普通型病例111例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。出院病例506例。其中，南京市58例、无锡市47例、徐州市71例、常州市48例、苏州市59例、南通市37例、连云港市35例、淮安市50例、盐城市25例、扬州市17例、镇江市10例、泰州市37例、宿迁市12例。目前，江苏省追踪到密切接触者12625人，已解除医学观察12321人，尚有304人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。 原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gcbtn3nttxj20i20a575n.jpg,无,无,2020-02-28 08:43,iPhone客户端,59,7,25
IwfbKjBkb,一些看似运气的偶然都是不忘初心的必然。早啊，加油！#早安淮安[超话]#  原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gcbal8ufvyj21960u0b29.jpg,无,无,2020-02-28 07:50,微博 weibo.com,26,5,22
IwbkGb4g4,我们永远不知道明天和意外哪个先来，能做到的，唯有在拥有时，加倍珍惜，用心陪伴。#晚安淮安#  原图 ,,http://wx3.sinaimg.cn/large/d58123f2gy1gcbajz5av7j21900u07ro.jpg,无,无,2020-02-27 22:01,微博 weibo.com,54,1,27
