微博正文
【镇江出台15条暖心惠企新政】可申请房产税、城镇土地使用税困难减免，减免3项社会保险单位缴费部分，二套房公积金贷款首付比例调至40%……为应对新冠肺炎疫情带来的影响，市政府办公室2月28日印发《关于应对新冠肺炎疫情支持城乡建设企业稳定持续发展的实施意见》，积极支持我市城乡建设企业稳定持续发展。《意见》共有15项，涉及税费减免、免除相关违约责任、二次申请公积金贷款首付比例、土地出让金延期缴纳等方面。 原图 
【镇江动员组织党员捐款支持疫情防控 马明龙张叶飞李国忠带头捐款】响应党中央对广大党员的号召，按照省委有关要求，我市动员组织党员捐款支持新冠肺炎疫情防控工作。2月28日，市委书记、市人大常委会党组书记马明龙，市委副书记、市长张叶飞，市政协主席李国忠，市委副书记、组织部部长李健带头捐款。其他市委常委和市人大常委会、市政府、市政协领导同志也在各自单位进行捐款。 原图 
#车轮鞋底消毒属过度消毒#【一次说清！#哪些消毒属于过度消毒#】疫情期如果接触过病人，从外部环境回到自己工作生活的地方，需要进行消毒。但是有必要给车轮、鞋底、快递消毒吗？在家里安装紫外线灯做空气消毒，会不会对人体造成伤害？使用化学消毒剂要注意什么？9图了解过度消毒常识↓↓转发周知！  [组图共9张] 原图 
【复工复产稳经营】连日来，江苏天海特种装备有限公司在抓好疫情防控工作的同时，开足马力挖掘金属压力容器、金属包装容器等产品的生产产能。谏壁街道及相关部门也加大对企业的支持和保障力度，帮助企业稳经营、渡难关。刘原 黄帅 王呈摄影报道  原图 
【社区多样化服务 为居民提供就业信息】 昨天，润州区金山街道黑桥社区工作人员在老街巷卡口处为过往居民发放招聘信息单。据悉，润州区2020年春风行动招聘活动于2月17日陆续开展，共计88家单位，提供了200多个就业岗位。鉴于抗击疫情的特殊时期，黑桥社区工作人员创新形式，利用社区公众号线上发布、公告栏线下张贴等多种方式为辖区居民提供就业信息。张惠 文雯 摄影报道 原图 
【我市创新推出复工复产企业疫情防控综合保险】支持企业复工复产，我市又有新举措。27日，市地方金融监管局会同镇江银保监分局、市财政局、市工信局联合推出市区复工复产企业疫情防控综合保险。此款保险是政保合作，针对复工复产市区规上制造业企业因疫情防控风险设计的保险产品。企业投保费用由市财政补贴50%，企业仅需承担50%。 原图 
【润州“套餐式服务”护航复工复产】为全面落实疫情防控和复工复产“两手抓，两手硬”决策部署，近日，润州区坚持超前谋划、精准施策，以“套餐式服务”保用工、助复产、稳就业，保障企业落实防疫措施，满足企业复工复产的用工需求，为企业复工复产保驾护航。截至目前，该区人社部门共指导企业复工60余家，线上服务企业用工招聘49家，发放就业政策清单240本，接受企业政策咨询130余人次。 原图 
【市领导慰问防疫一线志愿者并调研基层网格化社会治理】27日上午，市委常委、政法委书记许文带队赴京口区四牌楼街道，慰问市委政法委、市司法局在防疫一线的党员志愿者，并调研基层网格化社会治理工作。  原图 
【市领导调研检查高校园区疫情防控和工程项目复工】27日上午，市委常委、宣传部部长、统战部部长孙晓南，副市长潘早云赴市高校园区，调研检查疫情防控和工程建设项目复工情况。  原图 
【马明龙推进重大项目建设工作】27日下午，市委、市政府专题推进重大项目建设工作，向全市上下释放全力拼抢的强烈信号。市委书记马明龙强调，要强化“两手抓”，统筹疫情防控和经济社会发展，在确保安全的前提下，迅速行动起来，锚定目标、一着不让，尽快恢复正常生产秩序，全面推动重大项目建设，为夺取“双胜利”提供强大动能。市长张叶飞出席并讲话。 原图 
【第10号】关于全面使用 “镇江健康码”科学精准防控疫情的通告  原图 
【确保校园食堂安全】26日，京口区市场监督管理局正东路分局工作人员来到江苏科技大学，对开始营业的教工食堂进行检查。恢复营业前，江科大后勤部门已对食堂防疫工作做了全面部署。王呈 徐玥 摄影报道  原图 
#夺取双胜利 我们在行动#【助力企业复工复产 打造“江苏样本”】当前，新冠肺炎疫情防控工作到了关键阶段，全国各地科学防治、精准施策、分区分级做好防控，打出政策“组合拳”，在确保安全的前提下积极支持和推动各类企业复工复产，力争如期实现全年目标任务。时不我待，随着全国各地陆续进入“复工进行时”，江苏也在持续发力。江苏企业复工情况全国领先，政企同心、多方努力，有力推动着我省经济活动的全面恢复，打造抗疫情稳生产的“江苏样本”。今天，我们聚焦南京、镇江、盐城，一起来看→http://t.cn/A672ntqj 原图 
【民警无偿献血】疫情防控期间，我市血库医疗血液保障面临挑战，市公安局润州分局由团委牵头，发出第二份动员令：青年民警、辅警战时无偿献血。当天，市中心血站流动献血车开到了润州公安分局。短短3个小时，30余名民警、辅警共计献血10000多毫升。 马镇丹 陈露玥 贺建华 摄影报道  原图 
【润州区通报表扬疫情防控阻击战中表现突出人员】26日，记者从润州区了解，该区日前对主动在防疫抗疫一线当先锋、做表率的突出人员进行通报表扬，予以提拔晋级。  原图 
【市领导调研高校疫情防控工作】26日下午，市委常委、宣传部部长、统战部部长孙晓南，副市长潘早云一行调研高校疫情防控工作。  原图 
【副省长赵世勇来镇调研】26日，副省长赵世勇率队来镇，调研“菜篮子”稳产保供、农业龙头企业复工复产、水利项目施工建设和社会养老机构疫情防控等工作。市长张叶飞陪同调研。  原图 
【马明龙赴京口、润州调研】26日下午，市委书记马明龙赴京口、润州调研。他强调，要坚持以人民为中心，做到保障改善民生和做强城市经济“两手抓两手硬”，奋力夺取疫情防控和经济社会发展“双胜利”。  原图 
【马明龙赴镇江高新区调研】26日上午，市委书记马明龙赴镇江高新区调研，强调要统筹推进疫情防控和经济社会发展，坚决贯彻新发展理念，坚定不移实施产业强市战略，加快高新技术、高新企业集聚，打造创新发展的核心优势，为推动全市高质量发展提供强力支撑。  原图 
【强凌电子有序复工生产】25日，镇江强凌电子有限公司的员工在生产灯泡。为防控疫情，公司成立了疫情管控领导小组，制定各项应急预案，对复工人员做好健康排查，充分掌握员工假期流动情况，对外地员工抵镇做好隔离监督。目前该公司产能已恢复至同期时段的80%左右。 崔世林 王呈 摄影报道  原图 
【交警逐步恢复常态勤务模式】结合当前疫情防控形势和企业陆续复工复产实际情况需要，交警部门正逐步恢复常态勤务模式，全力保障道路畅通。  原图 
【保障复工企业供餐安全】为进一步做好疫情防控工作，满足复工复产企业职工就餐需求，连日来，句容市市场监管局郭庄分局工作人员走进复工企业食堂，督促落实防控物资储备，严查操作人员状况，严把食材原料关。他们同时要求规范加工操作，改变就餐方式，切实保障供餐安全。 辛一 陈雪雯 朱斌 摄影报道  原图 
#期待美好镇江# 突如其来的疫情，让宅在家里，成为一种特别的生活方式。相信你已经很久没有逛街、很久没有好好的搓一顿、很久没有……，这时的你，宅在家不添乱，真美！然而，是不是你和小编一样，也在期待大市口的车来车往？期待和三五好友相聚？期待镇江的春暖花开……。好吧，让我们一起等待这美好的日子，期待更美好的镇江。http://t.cn/A67PIVpr 
【治愈者捐出镇江首份抗“疫”血浆】昨天上午，我市一名新冠肺炎治愈者回到市三院复检，在所有检查指标结果均指向符合捐献血浆的标准后，这位患者走进一间专门辟出的病房内，挽袖采血。从她体内输出的宝贵血浆，不日将送往湖北，支持当地新冠肺炎危重症患者的救治。  原图 
【统筹抓好防疫防控和项目推进 我市境内4大年度水利重点工程陆续复工】铁臂有力伸缩，多台挖掘机正在河道堤岸上，开挖和堆运黄土；在宽阔的河床两侧，施工人员已经将部分护坡做好，有利于通水后行洪和运输……上午10时左右，记者在国家重点水利工程——新孟河延伸拓浚工程镇江市境内工程段，看到这样一幅紧张忙碌而又气势壮观的恢复施工场景。 原图 
【马明龙赴扬中调研推进乡村振兴、科技创新、重大项目建设】25日下午，市委书记马明龙赴扬中调研推进乡村振兴、科技创新和重大项目建设等工作。他强调，要统筹推进疫情防控和经济社会发展，全面恢复生产生活秩序，加快科技创新步伐，加大项目建设力度，深入实施乡村振兴战略，勇于担当、迎难而上，奋力谱写“强富美高”新篇章。 原图 
【#疫情期间养老保险怎么缴#】非常时期，养老金能按时发放吗？到了退休年龄，不能及时去办退休手续怎么办？养老保险能否延迟缴纳？#疫情期间养老保险答疑#，戳图↓↓为爸妈，转存！（人民日报）  [组图共9张] 原图 
【观窗外城景看日出日落，继续宅家防控疫情】#镜头里的镇江# 作者：镇江论坛网友 凌波客  [组图共6张] 原图 
【为安居乐业保驾护航】2月24日，武警镇江支队某部官兵，加大重点区域和大型商场城市武装巡逻力度，扎实做好疫情防控工作，维护镇江地区社会稳定，为人民群众安居乐业保驾护航。辛一 摄影报道  原图 
【镇江为疫情防控产品生产开通绿色通道】日前，丹阳助剂化工厂来到市政务服务办（行政审批局）办理次氯酸钠产品的工业产品生产许可申请。市政务服务办于当天下午便完成许可书打印发放工作，而在通常办理此类工业产品许可审批至少要15个工作日。  原图 
【镇江市人社综合服务大厅恢复现场业务办理】记者昨日从市社保中心了解到，为满足参保单位和参保人员办事需求，在做好疫情防控工作的基础上，从2月24日起，市人社综合服务大厅恢复现场业务办理。  原图 
【疾控专家袁兆虎提示：警惕因聚集、人群扎堆带来疫情变化】新冠肺炎疫情发生以来，全国采取了一系列防控方针和举措，投入大量人力物力与病毒作战，从连日来多省份无增长病例的成效来看，我们已取得阶段性的胜利。然而，随着复工潮的到来和天气的放晴，有些市民已迫不及待想要聚会、踏青，对此，市疾控中心传染病防治专家袁兆虎提醒，在疫情拐点尚未到来的当下，大家依旧要继续做好个人防护，不能掉以轻心，警惕因聚集、人群扎堆带来疫情变化。 原图 
【市领导调研学校疫情防控和校园建设】24日下午，市委常委、宣传部部长、统战部部长孙晓南率队调研了我市学校疫情防控和校园建设情况。  原图 
【“互联网+”助力耕作】连日来，农机手们驾驶着高地植保机，在句容宝华镇仓头村3000余亩麦田中作业、施肥除草。用时不到5分钟，8亩小麦田便施肥完毕。该村借助结对共建单位的技术支持，通过视频连线、在线指导等“互联网+”手段实时互动，加强田间生产指导。在做好防疫工作的同时，保障春耕不误农时。 辛一 欧阳若晨 摄影报道 原图 
【镇江市委统战部创新手段启动海外人才项目招引联络工作】 根据市委统一部署，近日，市委统战部（侨办）迅速统一思想，适应形势变化，在切实开展好防疫工作的基础上，采取4项举措，及早部署海外人才、项目招引联络工作。4项举措分别是，由各市区统战部牵头，协同人才、商务、工信、科技等部门，汇总梳理本地园区、企业生产发展、人才用工需求、重点产业项目合作意向以及全市侨港资企业信息等数据；针对近期举办大型招商活动困难的情况，利用“百格活动”网站，创建“2020海外华侨华人创新创业镇江洽谈会”网上活动报名平台，开展远程项目登记、对接；向镇江“海外友好协会”“海外人才联络站”等密切联系的侨团、侨领致发慰问联系函，感谢侨胞捐款捐物支持国内抗疫工作，推送镇江重点产业发展、投资营商等相关政策信息，引导他们积极为镇江收集、推介侨资、外资投资合作意向；积极联系海外华文媒体，推介宣传镇江抗击疫情、恢复生产的相关工作情况，邀请有合作意向的海外高端人才、侨商侨企来镇参观考察。 （记者 胡建伟） 
【镇江福建商会捐赠医用防护服和防护口罩】23日上午，镇江市福建商会举行捐赠新冠肺炎防疫物资仪式，向市疫情防控指挥部捐赠医用防护服400套，防护口罩40000只。  原图 
【张叶飞检查指导监管场所疫情防控工作】23日上午，市委副书记、市长、市疫情防控指挥部总指挥张叶飞陪同司法部行政执法协调监督局局长赵振华以及省监狱管理局、省戒毒局有关领导，赴镇江监狱、句容监狱、江苏省女子戒毒所，现场检查指导监管场所疫情防控工作。  原图 
【镇江长江大桥正式复工 首日完成1800吨路面摊铺】2月22日，记者从镇江长江大桥建设工地了解到，20台翻斗运输车秩序井然，从料场装载着满满的石碴驶入大桥铁路桥面，当天突击完成第一阶段1800多吨铁路道碴的摊铺任务，从而拉开连镇铁路镇江长江大桥在疫情防控下复工的序幕。  原图 
【电话、微信、电子邮件、即时通讯…… 全市招商战线推进“不见面”招商】疫情防控以来，我市多个招商项目以电话、微信、电子邮件、即时通讯等不见面方式推进，“不见面招商”成效如何？目前，各地招商部门共联系300多家投资商，其中有1/4是新客商；获取74条有用项目信息，其中新的投资信息40条，并有27个项目取得了实质性进展，近10个项目已经具备签约条件。 原图 
【镇江又一例新冠肺炎患者出院 全市12名确诊患者仅剩2名患者还在治疗中】2月22日下午，我市又有一位新冠肺炎患者从市第三人民医院治愈出院了。这是我市第10例治愈出院的新冠肺炎患者。截至目前，市第三人民医院收治的10例确诊患者全部出院，全市12名确诊患者仅剩2名还在治疗中。  原图 
【防疫春耕两不误】正值春耕备耕时节，20日，丹徒区江心洲益平村的农民做好防控疫情的同时，在大棚内、田野间进行农作物施肥、浇水等作业。 李杰 陈慧 谢道韫 摄影报道  原图 
【南沿江铁路句容段 镇江东站枢纽项目复工】20日下午，南沿江铁路句容段跨304县道连续梁施工现场一片繁忙。施工方中铁二十四局开足马力，一手抓防疫、一手抓复工。21日，记者从镇江交通产业集团了解到，镇江东站综合交通枢纽建设工程也正式复工。  原图 
【市区74家房地产企业申请复工】伴随镇江疫情防控形势的缓和，市区房地产企业纷纷申请复业和销售，截至目前共有74家企业提交复工申请。21日，市住建局对市区16家房地产开发企业及中介服务机构进行了复工筹备情况检查。  原图 
【在京镇江籍书画名家助力战“疫”】20日，市美术家协会公众号上再次在线推出了一批提振士气的作品——在京镇江籍书画家抗疫主题作品展示。15名镇江籍著名书画家受邀为家乡助力抗疫，精心创作了20多幅以抗疫为主题的书画作品，凝聚众志成城抗疫情的正能量。  原图 
【镇江又一例新冠肺炎患者出院】21日下午4:30，我市又有一位新冠肺炎患者从市三人医治愈出院。这是我市第9例治愈出院的新冠肺炎患者，目前全市仅剩3名患者正在治疗中。（摄影：潘锋 王呈）  [组图共2张] 原图 
【市领导走访慰问防疫一线】21日下午，市委常委、军分区政委李迎久走访慰问防疫一线人员及家属。  原图 
【李国忠赴丹徒区走访调研疫情防控工作】在疫情防控进入“两手抓”争取“双胜利”的关键阶段，21日上午，市政协主席李国忠带队到丹徒区看望慰问疫情防控志愿者，走访政协委员企业，协调落实企业复工复产扶持政策，为一线战斗员鼓劲加油。  原图 
【国务院应对疫情联防联控机制工作指导组来镇调研指导】21日，由国家卫健委药政司原司长郑宏为组长的国务院应对新冠肺炎疫情联防联控机制第十工作指导组来镇，调研指导我市疫情防控工作。副省长陈星莺，市委副书记、市长、市疫情防控指挥部总指挥张叶飞陪同调研指导。  原图 
【为战“疫”一线环卫工人量体温】为了做好奋战在战“疫”一线环卫工人的日常自我防护，市城管局要求各作业公司加强疫情防控宣传教育，增强职工自我保护意识，为环卫工人配备防护用品，同时建立每日健康检查制度，确保一线环卫工人的身体健康。 戴勇 文雯 摄影报道  原图 
【七旬老人为社区抗疫尽绵薄之力】日前，四牌楼街道江东社区居民杨淑华来到社区，向社区捐款1000元用于购买防疫物资。今年72岁的杨淑华，每月的退休工资只有1600元，她希望能够在疫情防控期间尽一份绵薄之力，为社区工作减轻一点负担。杨洁 王呈 摄影报道  原图 
【保障开学前中、小学课本全部到位】20日，市新华书店员工在装运中小学课本。连日来，市新华书店克服疫情影响，及时分发到货的中小学生课本，保障开学前近300万册课本全部到位。 王呈 姚远 摄影报道  原图 
【镇江农村疫情防控和“三农”重点工作视频调度会议召开】20日，我市召开农村疫情防控和“三农”重点工作视频调度会议，对当前“三农”工作进行调度安排。  原图 
【马明龙赴镇江新区检查推进工作】20日下午，市委书记马明龙赴镇江新区检查推进重大项目建设、安全生产工作和企业复工复产情况。他强调，当前要在安全可控的前提下，主动作为、精准服务，积极推进复工复产，加紧恢复产能，加快项目建设，全面落实安全生产责任制，切实降低疫情带来的影响，持续推动经济平稳健康运行。 原图 
【菜场全面消毒 做好疫情防护工作】昨日，马家山社区工作人员对马家山菜场进行消毒。据介绍，为保障居民生活需要，菜场上午将一直开放，下午闭市后，菜场将进行全面消毒。 马镇丹 刘丹 摄影报道  原图 
【做好复工防疫 企业销售向好】2月19日，位于高新区的丹佛斯动力系统（江苏）有限公司10号复工以来，积极做好复工人员防疫安全保障工作，企业员工复工率达到95%以上，运行秩序良好。该企业2019年销售额为3.83亿元，2020年2月销售额已达2700万元。 文雯 朱祥法 摄影报道  原图 
【公交今起再恢复营运线路10条】19日，记者从市公交公司了解到，根据全市有序复工相关要求，结合市民出行需求及疫情防控现状，20日再次优化公交线路运营，在原有基础上增加恢复营运线路10条。  原图 
【省2020年硕士研究生初试成绩今天下午公布】昨天记者从省教育考试院获悉，我省2020年全国硕士研究生招生考试初试成绩于2月20日下午3：00向社会公布，考生可通过省教育考试院网站（www.jseea.cn）查询。为保护考生人身安全，有效防止新冠病毒传播与交叉感染，成绩复核申请一律采取线上方式（通过网络系统、电子邮件、传真等），如考生对成绩有疑问，可在3月3日至6日向招生单位提出成绩复核申请，招生单位负责登记并按有关规定处理。组织人员复核成绩的具体工作将根据疫情防控及学校开学情况适时开展，复核结果由招生单位通知考生。 （古瑾） 
【市领导赴丹徒调研企业疫情防控和复工复产情况】2月19日上午，市委常委、宣传部部长、统战部部长孙晓南率队在丹徒经济开发区调研企业疫情防控和复工复产情况。  原图 
【市领导赴京口区督查推进社区疫情防控工作】18日下午，市委常委、市纪委书记、市监委主任黄利民赴挂钩联系点京口区健康路街道，督查推进社区疫情防控工作，并看望疫情防控一线的工作人员和志愿者。  原图 
【市领导检查农业龙头企业复工复产和疫情防控工作】19日下午，市委副书记、组织部部长李健赴扬中市，深入大全集团等农业龙头企业，检查疫情防控期间农业龙头企业复工复产和疫情防控情况。  原图 
【镇江又有2名新冠肺炎患者治愈出院】19日下午4点30分，市第三人民医院再次传来捷报：我市又有两名新冠肺炎确诊患者治愈出院了。这两名患者分别是我市第6例确诊患者（患者6）和第12例确诊患者（患者12）。截至目前，我市确诊的12名新冠肺炎患者中已有8名治愈出院。  原图 
【马明龙赴丹阳调研】19日下午，市委书记马明龙赴丹阳调研企业复工复产，访企业、进车间、察实情、听汇报，强调在做好防控的前提下，坚定信心，危中抢机，精准服务，科学施策，努力降低疫情对经济的影响，牢牢把握发展的主动权，有序推进企业复工复产。  原图 
【防控一线的“流动理发店”】近日，两张凳子、两位理发师，一个简单的“流动理发店”在句容郭庄镇疫情防控一线“开张营业”。该镇一理发店店主和妻子主动为坚守在一线的防疫工作人员免费理发。目前，“流动理发店”已为多名一线工作人员理发。陈雪雯 辛一 摄影报道  原图 
【镇江积极做好疫情防控期间餐饮单位的外卖业务管理】  原图 
【铁路部门做好疫情防控保障安全】昨天，记者从镇江火车站获悉，2月17日，镇江铁路部门发送旅客和到达0.25万人次，运输秩序平稳。2月18日预计发送旅客和到达0.23万人次，铁路运输平稳有序。针对目前的返工返学返程客流，铁路部门全力做好疫情防控工作，保障旅客出行安全。  原图 
【两天“二连出”，最年长确诊患者出院】2月18日下午4：30，76岁女患者金芬（化名）从镇江市传染病医院出院。这位截至目前年龄最长的确诊患者的治愈，意味着镇江市已确诊的12例新冠肺炎患者中，已有一半治愈出院。  [组图共2张] 原图 
【市医保局优化医保政策 强化疫情救治实时保障】新冠肺炎疫情防控工作启动以来，市医保局将疫情救治保障工作作为当前的首要任务，进一步优化医保政策地，强化实时保障。  原图 
【支持中小微企业稳就业 镇江放宽稳岗返还条件】当前疫情正处于关键时期，为帮扶企业顺利复工、生产，尤其是助力中小微企业稳定就业岗位，记者昨日从市劳动就业管理中心获悉，我市根据最新政策要求，放宽失业保险稳岗返还条件，加大失业保险稳岗返还力度。  原图 
【镇江市区房地产企业20日起可网上申请复工】从本月20日起，市区房地产开发企业可通过邮箱向市住建局发送复工所需材料，接到申请后，住建部门分批检查验收办公、售楼场所及门店，并于3个工作日内完成评估，并通过微信群将审核意见反馈给开发企业联系人。17日，市住建局新型冠状病毒肺炎疫情防控工作领导小组发布通知，明确了市区房地产行业企业申请复工复业所需材料、报备流程以及复工期间的疫情防控要求。 原图 
【镇江编印《疫情防控常用法律知识50问》】为引导全市各部门、各单位和广大群众深入了解新冠肺炎疫情防控工作有关法律知识，促进疫情防控工作依法有序开展，近日，市司法局、市普法办收集整理了疫情防控有关的法律法规和法律知识，编印了《疫情防控常用法律知识50问》宣传手册8000余份，并第一时间送到了各部门、党员志愿者、企业和群众手中。 原图 
【镇江人才携手战“疫”】面对新冠肺炎疫情来袭，我市一大批人才及人才企业充分发挥各自领域特长，积极履行社会责任，奉献爱心和力量，携手战“疫”，共同筑牢了疫情防控阻击战的战斗堡垒。  原图 
【镇江新区全力保障企业外地员工返镇复工】根据新区党工委、管委会疫情期间服务企业“五办”措施工作要求，新区各相关部门协同作战，15日，顺利将重点企业孚能科技的47名员工接回镇江。  原图 
【风雪夜的坚守】15日夜，句容市宝华镇工作人员冒着风雪，坚守在防控防疫一线，进行车辆登记、体温监测等工作。该镇根据天气预报，做好了雨雪天气应对措施，在交通卡口搭建雨棚，在桥梁、坡道等重点路段撒融雪剂，并为一线工作人员送上棉衣棉帽、暖水袋和夜宵，以御寒保暖。辛一 陈平 欧阳若晨 摄影报道 原图 
【2月17日起，镇江新增5条公交线路投入运营】记者从市公交部门了解到，根据目前我市有序复工的相关工作要求，结合市民出行需求及疫情防控的现状，公交部门将于2020年2月17日起，进一步优化公交线路，新增5条公交线路投入运营。  原图 
【镇江市自然资源和规划局双“管”齐下阻疫情】2月14日上午，丹徒区宜城街道华瑞邻里之家菜市场门前，3名穿着薄雨衣、带着红袖标的市自然资源和规划局工作人员，忙着给买菜的居民测体温、做登记，维持现场秩序，筑牢菜市场防疫屏障。  原图 
【科学布警 全力抗疫】 近日，京口公安分局巡特警大队全警投入疫情防控一线，专门成立了“防疫”应急队伍，采取定点巡逻和徒步巡逻的方式在辖区重点部位开展街面巡逻防控工作，提醒群众勤洗手、戴口罩、少出门、不扎堆，尽力将不安全因素消灭在萌芽之中。马镇丹 姜志鸿 摄影报道  原图 
【环卫作业人员疫情防控工作《指南》出台】防控疫情关键期，环卫作业人员如何加强个人防护、降低病毒感染或传播的风险？市城管局出台《镇江市环卫作业人员新型冠状病毒感染的肺炎疫情防控工作指南》（以下简称《指南》），分“作业防护篇”“日常生活篇”“知识篇”“就医篇”四个部分，对环卫作业人员的工作、生活进行防控指导。 原图 
【和平路街道做好党建联盟“加法题” 提升社区疫情联防联控“加速度”】连日来，润州区和平路街道党工委以党建联盟为纽带，做好三道“加法题”，将社区第一线力量加强加固，形成共战疫情的强大合力，提升基层疫情联防联控“加速度”。  原图 
【京口规上工业企业复工率达61%】连日来，京口区统筹推进疫情防控与经济发展“两手抓、同发力”。截至14日，全区工业企业复工率连续5天实现提升，其中规模以上工业企业已有33家复工，复工率达61%；规模以下工业企业复工突破80家，复工率过半。辖区医药类及医药辅助类、生活必须类、社会运行保障类3类14家企业，目前已全部复工、投入正常运行。 原图 
【又有两名新冠肺炎患者治愈出院】“谢谢你们，你们对我们太好了！”15日下午5点，我市又有两名新冠肺炎确诊患者治愈出院。从走出隔离病区的那一刻起，两名患者就不停向医务人员道谢。  原图 
【扬中举措扎实守好门护好岛】西来桥镇是扬中的南大门，毗邻常州孟河、春江等乡镇，处于疫情“外防输入、内防扩散”的最前沿，目前只保留扬中二桥与城区相连。从除夕开始，镇长张豫每天都要抽空去看一看检查卡口的值守情况。各村临时关闭了不少出入口，听说影响了村民的出行，张豫安排人员绘制了一份路线指南上线，黑线表示禁行，红线表示可行，方便大家手机查询……在扬中，像张豫这样在疫情防控一线创新作为的基层干部和党员志愿者还有很多。他们按照疫情防控要求，一方面强化对进出岛的桥梁、汽渡的监管力度，另一方面加强社区和农村地区的疫情防控，不分昼夜地守住门，守好门。 原图 
【防控疫情 社区自制小区出入证】为阻击疫情，确保小区住户安全，近日，丁卯街道西苑社区自制小区出入证，发放给居民。马镇丹 戴伟 摄影报道  原图 
【40多个品种丰富市民菜篮子】镇江新区圌山农业所经营的“圌绿”品牌在防疫期间采取“线上订购+线下配送”模式，开启“无接触”服务，提供包含蔬菜、粮油、水果、熟食等种类的食材共计40余种。线上，开设了4个“专属购菜群”；线下，设立新区管委会、瀚瑞控股（新区税务）、大港股份和丁卯精英公寓4个取货点。每周二、周五中午，配送员将菜品送至指定地点，客户自取，降低病毒感染风险，提高市民购菜效率。图为工作人员在检测蔬菜。张聪 李芳 顾宗侠 摄影报道 原图 
【市领导赴京口、润州检查农业龙头企业复工复产和疫情防控情况】14日上午，市委副书记、组织部部长李健深入京口区、润州区，检查农产品批发市场和农业龙头企业疫情防控期间复工复产和疫情防控情况。  原图 
【市领导检查推进文旅企业疫情防控工作】 近日，市委常委、宣传部部长、统战部部长孙晓南带队检查推进我市文旅企业疫情防控工作，详细了解新冠肺炎疫情对文旅企业的影响，鼓励企业坚定信心，加强对当前和今后一个时期文化旅游行业发展形势的研究和预判，为疫情过后企业发展打基础、谋新招、布新局。  原图 
【坚守岗位也是抗击疫情 “马路医生”修路忙】“护栏歪着很不安全，我们知道了后赶紧过来维修、更换。哪儿有需要，我们就去哪儿……”13日中午，市城管局市政设施管理处的工人师傅们正在正东路中国建设银行门前忙碌着，换下此处损坏的护栏，安上全新的。不一会儿，全新的护栏就安装完毕。  原图 
