【超治愈！方舱医院内患者跳广场舞】舞动的是希望，传递的是信心，保持好心态，愿你们早日康复！加油！#众志成城抗疫情#  央视新闻的微博视频  
#江苏播报##共同战疫#  【江苏医疗支援队到达黄石】2月11日下午，江苏省援黄石医疗支援队310位队员分乘三架飞机，先后于16：00、16:10、16:20从南京禄口机场出发，目的地：黄石。5：50左右，第一架飞机平稳地降落在武汉天河机场。接下来的20分钟，另两架飞机陆续抵达。从黄石驶来的11辆客车，已提前在机场外等候。310位医疗支援队员中，有103名医生、200名护士、4名公共卫生人员，江苏省卫生健康委派出3名干部。其中有中共党员143名、预备党员1名，多名专家具备丰富临床重症抢救经验、重大公共卫生事件处置经验及医院管理经验。年龄最大的60岁，年龄最小的23岁。他们来自江苏省南京市、徐州市、常州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市等10个设区市，分属江苏省人民医院、江苏省中医院、江苏省疾病预防控制中心、南京医科大学第二附属医院、江苏省省级机关医院、江苏省肿瘤医院、江苏省中西医结合医院、江苏省第二中医院、徐州医科大学附属医院、苏州大学附属第一医院、苏州大学附属儿童医院、南通大学附属医院、东南大学附属中大医院、南京医科大学附属逸夫医院、江苏大学附属医院、扬州大学附属医院等58家医疗机构。南京医科大学副校长、江苏省逸夫医院院长鲁翔任江苏省援黄石医疗支援队前方总指挥、江苏省卫健委健康促进处处长吴红辉任前方副总指挥，下设五个职能工作组，均由具备丰富临床重症抢救经验、重大公共卫生事件处置经验及医院管理经验的专家组成。其中，吴红辉副总指挥兼综合协调组组长，东南大学附属中大医院副院长、重症医学专家黄英姿任医疗救治组（专家组）组长，南京医科大学二附院副院长任宣传信息组组长、江苏省卫健委药政处副处长汪海波任物资保障组组长、江苏省疾控中心疫苗管理科副科长任疾病预防控制组组长。抵达黄石后，310名队员将兵三路，分赴黄石城区、大冶市、阳新县抗疫一线。黄石新冠肺炎疫情防控指挥部为每位成员准备了一份点心，从黄石带到武汉。310份点心，代表270万黄石儿女的一片心意。 原图 
#生活提示# 【转存！疫情防护线路图】最全的新型冠状病毒感染的肺炎防护措施“线路图”↓↓快收好！  原图 
#万众一心战疫情#【钟南山：全国疫情拐点无法预测，但峰值应该在二月中下旬出现】11日，广东医疗队武汉前方ICU团队与后方广州医科大学附属第一医院举行远程视频会诊。钟南山院士参与会诊并回答公众关心的问题。钟南山表示，目前看疫情拐点还无法预测，但是峰值应该在二月中下旬出现。  原图 
【周知！两高两部：#严惩10类妨害疫情防控行为#】10日，最高人民法院、最高人民检察院、公安部、司法部联合印发《关于依法惩治妨害新型冠状病毒感染肺炎疫情防控违法犯罪的意见》，明确要依法严惩这10类违法犯罪！戳图了解↓↓转发周知！（最高人民检察院）  [组图共10张] 原图 
【向英雄致敬！4名#90后女孩漫画记录武汉抗疫历程#】近日，4位90后武汉女孩用手中的画笔记录了武汉抗疫期间的点点滴滴。从疫情爆发到武汉封城，从本地医院人满为患到全国医疗力量驰援湖北，从医疗物资紧缺到各地向武汉捐款捐物…疫情中的这些瞬间，每一个故事、每一个人都值得铭记。http://t.cn/A6h78wgx 
"""#便民提示#【2月12日起，平峰时段南京市区公交全面停运！】根据南京市疫情防控的需要，为继续做好疫情防控，坚决遏制疫情蔓延，确保人民群众身体健康和生命安全，南京公交集团自2020年2月12日零时起，对公交运营进行如下调整：一、除接驳南京南站、南京火车站等交通枢纽的线路外，其余市区公交线路，早、晚高峰（7:00-9:00"
#民生直达#【快递保障宅生活，江苏快递企业全面复工！】网购如今已经成为人们生活中重要的一部分。在过去的20多天来，春节的到来和突然发生的疫情，给江苏老百姓的网购生活按下了“暂停键”。 2月10日，江苏许多企业复工的第一天，江苏的快递企业全面恢复。江苏多家快递企业已积极推进复工申请，恢复正常运营，结合各市防疫等相关部门要求，通过灵活性梯度排班的方式，快速恢复运输产能。 
"""#江苏播报#【江苏援湖北医疗队物资被扣留？真相其实是这样的！】武汉 """" 战疫 """" 发起总攻，全国各地火速驰援。2 月 9 日，一天之内，41 架次包机约 6000 名医疗人员抵达武汉天河机场。意外的是，2 月 10 日，网上出现多则关于支援湖北的医疗队物资被盗、被挪用的传言。其中，关于江苏援湖北医疗队物资被扣留的传言，在网上沸沸扬扬，引发网友热议。经核实，事实并非如此。在医疗队抵达之后，行李和物资也已全部到达，队员们已在第一时间投入紧张工作中。"""" 同一天那么多航班抵达，行李和物资迟了一点，但不存在被扣留的事。"""" 江苏援湖北医疗队总领队邱泽森表示，2 月 9 日，江苏 958 名医护人员乘坐 7 架飞机，陆续在下午、晚上抵达武汉。当天机场人太多，全国各地来的每支医疗队都携带了大量物资，协调运输这些物资的工作量巨大，出现了一些延误的情况。当时采取的办法是先把人接走，再运送行李。部分行李和物资送到酒店后，队员们连夜整理。"""" 现在都送过来了，已经清点完毕。""""随后，这些医疗物资已经在第一时间用到了重型、危重型病患的救治中。2 月 10 日下午，在同济医院光谷院区，来自江苏的医护人员正在将带来的医疗物资搬进医院，紧锣密鼓地开展工作。据介绍，江苏这一批队员将投入几处战场，一部分到方舱医院，一部分到定点医院。其中，有 5 支队伍 650 人进入同济医院光谷院区，负责 5 个病区，这里收治的都是新冠肺炎重型、危重型病人。当前疫情形势严峻，截至目前，全国已有 165 支医疗队、19916 名白衣战士驰援湖北，他们逆风而行，奋战在抗疫第一线。江苏援湖北医疗队的队员们纷纷表示，江苏医疗队具有优良的作风和多次应对突发公共卫生事件的经验，与湖北人民和医护工作者团结一心，一定会打赢这场没有硝烟的 """" 战疫 """"。 原图 """
#江苏疫情通报#2月11日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共8张] 原图 
【国务院举行联防联控机制发布会】今天上午，国务院应对新型冠状病毒感染肺炎疫情联防联控机制举行新闻发布会，请国家发展改革委、人力资源社会保障部、交通运输部、国家卫生健康委负责人介绍切实加强疫情科学防控，有序做好企业复工复产工作有关情况，并答记者问。关注！（央视新闻） http://t.cn/A6hzgNME .  
#江苏播报##共同战疫#【驰援黄石，江苏医疗支援队出征】根据省际对口支援湖北省除武汉以外地市新冠肺炎防治工作机制的安排，2月11日，江苏医疗支援队再次出征，目的地：黄石！新华日报的微博直播 .  
#江苏疫情播报#【2月11日最新通报： 江苏新增23例新型冠状病毒肺炎确诊病例 】2020年2月10日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例23例。其中，轻型病例7例，普通型病例16例。新增出院病例12例。新增确诊病例中，南京市6例、无锡市4例、徐州市3例、苏州市3例、南通市2例、连云港市2例、泰州市3例。其中，年龄最大的76岁，最小的9个月。男性12人，女性11人。所有病例均已在定点医院救治。截至2月10日24时，江苏省累计报告新型冠状病毒肺炎确诊病例515例。其中，轻型病例34例，普通型病例472例，重型病例6例，危重型病例3例。出院病例84例。确诊病例中，南京市84例、无锡市45例、徐州市63例、常州市31例、苏州市80例、南通市35例、连云港市37例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市34例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市4例、徐州市10例、常州市6例、苏州市13例、南通市5例、连云港市4例、淮安市5例、盐城市3例、扬州市3例、镇江市1例、泰州市5例、宿迁市3例。目前，江苏省追踪到密切接触者10762人，已解除医学观察5805人，尚有4957人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 原图 
#夜思##到武汉去#昨天，近6000人组成的多支医疗队抵达武汉天河机场，这是疫情发生以来，武汉迎接保障医疗队人数最多的一天。此次疫情来势凶猛，新冠病毒不易对付，这注定是场激烈的鏖战，不可能速战速决。但是，哪里有病魔肆虐，哪里就有挺身而出的人民医生；哪里有需要，哪里就有来自各界的力量驰援。这是民心所向，这是民意所归，这是民力所聚，这是无往而不胜的底气所在。 原图 
#江苏播报#【致全省民营企业党组织和企业家的倡议书】在疫情防控这场没有硝烟的战争中，民营企业也是主力军。近日，红豆集团党委书记、董事局主席周海江牵头，联合苏宁控股集团、亨通集团、盛虹集团、法尔胜集团、扬子江药业集团、丰山集团、共创人造草坪公司、江苏君乐宝乳业、恒瑞医药、康缘集团等省委组织部重点联系的30家民营企业党组织书记，倡议全省民营企业党组织和企业家积极行动、担当作为，为坚决打赢疫情防控阻击战贡献力量。 原图 
#文艺苏军战疫行动#【音乐“声”援，江苏多位艺术家合作歌曲《共克难关》】“共赴难关不分我你，共赴难关不分远近，人人献上一份爱心，世界依然无比美丽……”一首名为《共克难关》的歌曲在南京人的朋友圈流传开来。这首歌为武汉加油，向奋斗在疫情一线的“逆行者”致敬。同时，也向每个平凡的人传递温暖。歌曲《共克难关》的主创团队是一群文艺志愿者，他们怀着责任感使命感，用音乐“声”援武汉，汇聚众志成城的正能量。戳链接欣赏→ http://t.cn/A6h7xETM 
#生活提示#【有用！复工了，转存这份#就餐防疫指南#】买回来的果蔬肉类食材会有病毒吗？如何处理食材才能安心食用？去食堂吃饭安不安全？叫外卖会不会感染？......戳图↓↓#复工就餐守则#，转走牢记！  原图 
【@ 受疫情影响的人：#疫情期9大政策保护你的钱袋子#】日前多部门出台多项政策：①新冠肺炎患者个人负担费用财政兜底，中央财政补助60%；②对医务人员和防疫工作者发放补助、奖金，并免征个税；③医护及相关工作人员感染享工伤保险待遇；④职工受疫情影响不能工作，企业需正常支付工资。更多↓（中国政府网） [组图共9张] 原图 
【#全国各地医疗救治效果初步显现#，#新冠肺炎全国治愈比例8.2%#】今天下午国务院联防联控机制召开新闻发布会。通过今天的数据分析，全国治愈比例8.2%(1月27日为1.3%），湖北治愈比例6.1%（1月27日为1.7%），武汉治愈比例6.2%（1月27日为2.6%）。全国各地医疗救治效果初步显现。 http://t.cn/A6hhN7Q1  
#到武汉去#【#对口支援湖北地市对照表#来了】据中国之声记者从国家卫生健康委获悉，省际对口支援湖北省武汉以外地市新型冠状病毒肺炎防治工作方案已经印发。考虑到实际情况，实际支援并非“一对一”。具体对口支援关系，戳图↓↓http://t.cn/A6hhaOy5  原图 
#教育资讯#【江苏省2020年硕士研究生初试成绩推迟公布】从江苏省教育考试院了解到，为贯彻落实党中央、国务院、教育部以及省委省政府关于做好新型冠状病毒感染的肺炎疫情防控工作的各项要求，切实做好疫情防控工作，保障广大考生和工作人员身体健康和生命安全，经研究，我省2020年硕士研究生初试成绩将推迟至2月20日以后公布，具体时间及后续工作另行通知。请考生密切关注江苏省教育考试院门户网站发布的相关信息。 原图 
#共同战疫#【出发！国家中医医疗队（江苏）驰援武汉】全力发挥中医中药在救治新冠肺炎中的作用，江苏省中医药管理局按照国家中医药管理局要求，2月9日紧急组建了由44名中医医疗队队员组成的“国家中医医疗队（江苏）”，并于2月10日上午从南京高铁南站出发驰援武汉，参与前方方舱医院开展救治工作。这些队员中，江苏省中医院4名、南京市中医院6名、南京市中西医结合医院5名、常州市中医医院4名、常州市武进中医医院6名、南通市中医医院1名、启东市中医院2名、如皋市中医院2名、海安市中医院2名、如东县中医院2名、盐城市中医院9人，还有1名领队。 [组图共3张] 原图 
#江苏疫情通报#2月10日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共10张] 原图 
【武汉，莫慌！我们共同战疫！】在疫情防控阻击战面前，中国的医务工作者第一时间冲锋在前，人民解放军挺身而出，16个省对口支援湖北。截至昨天，全国各地累计调派11921名医护人员驰援湖北。一方有难、八方驰援！钟南山说，武汉是能过关的！让我们一起坚守共赢胜利！  人民日报的微博视频  
#便民提示#【提醒：务必正确使用酒精！杭州一市民酒精消毒后烤电暖气全身着火】近期，全民共同抗击疫情，很多人选择用75%的酒精作为消毒使用。正确的酒精消毒，可以杀死病菌，然而不规范的使用也容易酿成悲剧。2月8日中午，杭州市民小张正在对头、面、颈、四肢以及衣物表面进行酒精消毒，因为天冷站在大功率电暖气边上擦拭，结果擦拭的酒精在电暖气的作用下遇热挥发，引燃衣物，小张头面颈、四肢、呼吸道等多处火焰烧伤，判断为15%的Ⅱ-Ⅲ度烧伤。医生表示这是酒精没有完全挥发遇高温导致的。（钱江晚报） [组图共3张] 原图 
【早！要去上班了？】这份复工防疫守则送给你，请查收↓↓↓  原图 
#江苏疫情播报#【2月10日最新通报：江苏新增24例新型冠状病毒肺炎确诊病例 】2020年2月9日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例24例。其中，轻型病例4例，普通型病例20例。新增出院病例21例。新增确诊病例中，南京市7例、无锡市3例、徐州市4例、苏州市2例、南通市1例、连云港市3例、淮安市2例、盐城市1例、泰州市1例。其中，年龄最大的80岁，最小的7岁。男性12人，女性12人。所有病例均已在定点医院救治。截至2月9日24时，江苏省累计报告新型冠状病毒肺炎确诊病例492例。其中，轻型病例27例，普通型病例457例，重型病例5例，危重型病例3例。出院病例72例。确诊病例中，南京市78例、无锡市41例、徐州市60例、常州市31例、苏州市77例、南通市33例、连云港市35例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市31例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市3例、徐州市8例、常州市6例、苏州市11例、南通市2例、连云港市4例、淮安市5例、盐城市3例、扬州市2例、镇江市1例、泰州市5例。目前，江苏省追踪到密切接触者10296人，已解除医学观察5070人，尚有5226人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询。 原图 
#文艺苏军战疫行动#【殷红的请战书！】庚子鼠年春天来临的时候，武汉与新型冠状病毒引起的肺炎不期而遇，它气势汹汹，来势凶猛，迅速向全国扩散。为了抗击疫情，一批又一批人民解放军、科技人员、医务工作者不顾个人安危奔赴武汉、奔赴湖北！江苏音乐人创作的原创公益歌曲《殷红的请战书》，就是用歌声来赞美挑战病魔、直面死亡的无畏的逆行者。歌曲采用进行曲的风格，旋律跌宕起伏，铿锵有力，催人奋进，激发人们护卫生命、战胜疫情的勇气和信心。戳链接欣赏→ http://t.cn/A6hvJE5Y 
#江苏播报#【致敬逆行者！省委书记娄勤俭为第五批江苏支援湖北医疗队壮行】2月9日，第五批江苏援湖北医疗队958人分别从南京禄口机场、无锡硕放机场启程赶赴湖北。当天下午，省委书记娄勤俭到南京禄口机场为从这里出发的医疗队队员送行，代表省委、省政府和全省人民向即将奔赴湖北抗击疫情一线的医务工作者表示崇高的敬意。 [组图共4张] 原图 
#江苏播报#【今天出发！#第五批江苏援湖北医疗队958人出征#】2月9日下午，第五批江苏援湖北医疗队958人分别在南京禄口机场、无锡硕放机场集结，启程出征湖北。至此，我省已派出1438名医务工作者奔赴湖北参与疫情防控工作。愿你们整整齐齐去，整整齐齐回！（@扬子晚报 @江苏新闻）  [组图共9张] 原图 
#江苏疫情通报#【徐州3例被确诊患者，出院了！】徐州首例被确诊的新冠肺炎患者王先生，今天治愈出院，同时出院的还有另外两例确诊患者。#徐州首例被确诊的新冠肺炎患者出院#（徐州发布）  原图 
#江苏疫情通报#【振奋人心！#常州第六例确诊患者治愈出院#】2月9日上午，在医护人员的陪同下，常州市第三人民医院又有1例新型冠状病毒肺炎确诊患者治愈，解除隔离顺利出院。至此，全市累计已有6例新型冠状病毒肺炎确诊患者出院。（健康常州）  原图 
#市县看点#【南京推进住房公积金线上服务，将适当延后公积金贷款还款时间】（附通知全文）关于调整疫情防控期间住房公积金有关事项的通知  
#文体资讯#【#女篮两连胜后大喊武汉加油#】昨天，中国女篮迎战西班牙队，以64:62击败对手，获得两连胜，提前一轮进军东京奥运会。比赛一结束，她们为武汉加油、为祖国加油的呐喊声响彻赛场。姑娘们说：“希望我们能感染更多国内的人们，希望在疫情面前，我们也能战胜一切困难。#没有困难能打倒我们中国人#！”为姑娘们点赞，为武汉加油！（@央视新闻） http://t.cn/A6PF6LRs 
#及时关注#【#第一批政府兜底采购收储产品目录公布#】#N95口罩防护服等政府兜底采购收储# 国家发改委、财政部、工信部9日发布通知，支持生产《政府兜底采购收储的产品目录（第一批）》所列疫情防控重点医疗物资的企业抓紧释放已有产能，进一步增加产量，尽快实现满负荷复工复产。实施疫情防控重点医疗物资政府兜底采购收储，对《产品目录》中企业多生产的重点医疗防护物资，全部由政府兜底采购收储。 原图 
#江苏疫情通报#2月9日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共10张] 原图 
#江苏播报#【江苏人大表决通过《决定》 个人隐瞒疫情、逃避医学观察将认定为失信行为】2月8日，江苏省十三届人大常委会第十四次会议审议通过了《决定》，为实施最严格的疫情防控措施提供法治支撑，也为动员全社会积提供了法律依据。决定围绕疫情防控中的矛盾焦点进行了制度设计，包括明确各方职责和义务。在规定各级人民政府和相关部门职责的同时，进一步明确细化了有关单位和个人在疫情防控中应当履行的义务。在法律责任上，对此也强化了责任追究。此外，决定还对保障疫情防控物资和生活必需品生产和供给，受赠财物的接收、支出、发放、使用以及全过程监督等作了规定。 原图 
#共同抗疫#【担心自己是密切接触者？这个APP可查询】是否曾与确诊、疑似新冠肺炎病例同乘一个航班、一列火车、一辆大巴，难道只能盯着“急寻同乘”的信息惴惴不安？2月8日晚间起，只要输入姓名和身份证号码，你就可以通过“密切接触者测量仪”（公众版）自主查询了。据软件开发单位中国电子科技集团@中国电科 介绍，这款APP得到了国家卫生健康委员会、交通运输部、国铁集团和民航总局等多部门的数据资源支持，同时公众也不必有“隐私泄露”的顾虑。如何使用这款APP，看这里↓↓（@新华视点） 
#江苏疫情播报#【2月9日最新通报：江苏新增29例新型冠状病毒肺炎确诊病例 】2020年2月8日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例29例。其中，轻型病例5例，普通型病例24例。新增出院病例8例。新增确诊病例中，南京市6例、无锡市4例、徐州市4例、苏州市3例、南通市1例、连云港市5例、淮安市4例、扬州市1例、镇江市1例。其中，年龄最大的73岁，最小的20岁。男性15人，女性14人。所有病例均已在定点医院救治。截至2月8日24时，江苏省累计报告新型冠状病毒肺炎确诊病例468例。其中，轻型病例23例，普通型病例437例，重型病例5例，危重型病例3例。出院病例51例。确诊病例中，南京市71例、无锡市38例、徐州市56例、常州市31例、苏州市75例、南通市32例、连云港市32例、淮安市44例、盐城市17例、扬州市18例、镇江市12例、泰州市30例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市20例、无锡市3例、徐州市3例、常州市5例、苏州市4例、南通市2例、连云港市2例、淮安市2例、盐城市3例、扬州市2例、镇江市1例、泰州市4例。目前，江苏省追踪到密切接触者9324人，已解除医学观察4326人，尚有4998人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 原图 
#文艺战“疫” #【天使的阳光！4分钟MV致敬战疫“天使”】2020年的开头，一场突如其来的疫情让所有人面临挑战。抗击疫情之路还在继续，但涌现出的感人事迹早已传播开来。几位艺术家为此创作了一首歌曲《天使的阳光》，歌唱那些如同天使般守护我们的人。文艺战“疫” | 天使的阳光！4分钟MV致敬战疫“天使”  现代快报快快看视频的微博视频  
#江苏播报#【吴政隆主持召开专题会议：为打赢疫情防控阻击战提供坚强物资保障】2月8日下午，省长吴政隆主持召开疫情防控医疗防护物资保障工作专题会议。吴政隆指出，当前，疫情防控形势依然严峻复杂，处在关键时期，进一步做好口罩、防护服等重点物资保障工作是打赢阻击战的重中之重。要多措并举增加供给，一方面抓好生产，在做好安全防护、抓好安全生产的前提下，现有生产企业要尽快开足马力，满负荷生产，努力扩大产能。另一方面要各展所长、各显神通，千方百计扩大进口。在做好不同等级暴露风险人员数量统计的基础上，分别确定不同类型口罩的数量，防止资源错配和浪费，真正把好钢用在刀刃上。 
#民生直达#【国家邮政局：#快递2月中旬要恢复到四成以上#】7日，国家邮政局召开部分快递企业专题电话会议指出，分阶段确定快递企业恢复生产目标，积极推进网购快递的生产恢复，以满足百姓网购快递需求。计划在本月中旬，快递业生产要恢复到正常产能的4成以上；到本月下旬，根据疫情变化和形势发展，继续提高产能比重。对于武汉乃至湖北等地的生产恢复工作，要服从地方政府的统筹安排。 
#便民提示#【实用！一键查询#全国疫情感染小区地图#】小区发现有穿防护服的人在消毒，是否意味小区有人确诊？附近小区是否有确诊病例？微信上线#小区疫情感染地图#，覆盖20个省区市、79个市的1393个曾出现感染者小区或地点，一键了解附近小区疫情感染情况！荔直播的秒拍视频  
#有滋有味宅生活# 【如何安全“宅”在家？这张“户型图”一目了然】疫情之下，如何安全“宅”在家？看看这张“户型图”你就懂了！↓↓↓（长图）  原图 
"""#抗疫我在岗#【长三角铁路抢运防疫物资 全力打好疫情防控阻击战】2月8日是正月十五元宵节，长三角铁路预计发送旅客21万人次，预计同比下降86.3%，客流仍保持低位运行。为支持湖北省防控疫情工作，提高防疫物资运输效率"
#共同抗疫#【转发周知：#新冠肺炎12问#】疫情拐点到了吗？药物研发有进展吗？方舱医院会造成交叉感染吗？机场过安检摘口罩会不会被感染？12个有关新冠肺炎的问题，转发了解↓↓↓ （@人民日报）  [组图共6张] 原图 
#抗疫我在岗# 坚守岗位、驰援一线、医疗救护、志愿服务……抗“疫”第一线，他们都是逆行者！我在岗，护平安！向在抗击疫情中付出努力的所有人致敬！#关注江苏新型肺炎疫情#  [组图共9张] 原图 
#江苏疫情通报#2月8日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共12张] 原图 
#民生直达#【疫情期间加班工资怎么算？有劳动纠纷咋办？江苏省人社厅解读劳动关系热点问题】因防控疫情不能上班有没有工资？春节延长假期间加班工资怎么算？特殊时期遭遇劳动纠纷怎么办？近日，江苏省人力资源社会保障厅聚焦劳动者和用人单位关心关切，就有关法律政策适用问题进行了解读。详戳→ http://t.cn/A6PefGwH 
#江苏播报#【#江苏出台职称评聘倾斜激励政策# 疫情防控一线专家和医护人员优先晋升职称】近日，江苏省人社厅会同省卫健委联合下发《关于新型冠状病毒感染的肺炎疫情防控斗争一线专家和医护人员职称评聘工作有关事项的通知》，明确奋战在疫情防控斗争一线的专家和医护人员参加职称评审时可享受系列倾斜政策，激励关爱疫情防控斗争一线专家和医护人员。#江苏疫情防控一线专家和医护人员优先晋升职称#《通知》明确，对投身疫情防控斗争一线的专家和医护人员，其在疫情防控斗争一线的品德、能力和业绩表现，直接作为申报评审职称时的重要依据，引导专家和医护人员把“论文”写在疫情防控斗争一线。表现突出的，同等条件下优先晋升高一级职称。加大表彰结果使用力度，对投身疫情防控斗争一线的专家和医护人员，因表现突出而获得省（部）级以上表彰的，已具备副高级职称的直接认定正高级职称，未取得高级职称的直接认定副高级职称。获得市级、县级党委、政府以及省级部门表彰的，不受学历、资历、论文等限制直接申报评审高一级职称（“以考代评”的职称除外）。对高强度、高风险岗位实行政策倾斜，参加国家和省统一组织的疫情防控对外援助，以及在省内集中收治确诊病患的定点医院从事疫情防控斗争一线工作的专家和医护人员，申报评审高级职称时，专业实践能力考核确定为合格，其在疫情防控斗争一线工作经历视同下基层服务经历。优先晋升岗位等级，对投身疫情防控斗争一线表现突出的专家和医护人员，同等条件下用人单位可优先聘用到相应专业技术岗位。获得县级以上党委、政府以及省级以上部门表彰奖励的专家和医护人员，本单位没有相应岗位空缺的，可超岗位聘用，待岗位空缺时优先纳入岗位管理。 原图 
#江苏播报#【娄勤俭就加强疫情防控与各市委书记通电话】2月6日至7日，江苏省委书记娄勤俭分别给11个设区市市委书记打电话，询问疫情防控情况，了解工作中的困难问题，要求各地讲政治、敢担当、有作为，进一步把各项工作做实做细做到位，坚决打赢疫情防控阻击战。此前，娄勤俭同南京、苏州市委主要负责同志当面交流了有关情况。 原图 
#江苏疫情通报#【2月8日最新通报：江苏新增31例新型冠状病毒肺炎确诊病例 】2020年2月7日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例31例。其中，轻型病例2例，普通型病例29例。新增出院病例5例。新增确诊病例中，南京市8例、无锡市3例、徐州市3例、常州市2例、苏州市3例、南通市2例、连云港市3例、淮安市3例、盐城市1例、镇江市2例、泰州市1例。其中，年龄最大的89岁，最小的18岁。男性18人，女性13人。所有病例均已在定点医院救治。截至2月7日24时，江苏省累计报告新型冠状病毒肺炎确诊病例439例。其中，轻型病例18例，普通型病例415例，重型病例4例，危重型病例2例。出院病例43例。确诊病例中，南京市65例、无锡市34例、徐州市52例、常州市31例、苏州市72例、南通市31例、连云港市27例、淮安市40例、盐城市17例、扬州市17例、镇江市11例、泰州市30例、宿迁市12例。重型病例中，南京市1例、苏州市2例、南通市1例。危重型病例中，徐州市1例、连云港市1例。出院病例中，南京市15例、无锡市1例、徐州市3例、常州市5例、苏州市4例、南通市2例、连云港市2例、淮安市2例、盐城市3例、扬州市2例、镇江市1例、泰州市3例。目前，江苏省追踪到密切接触者8533人，已解除医学观察3077人，尚有5456人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 原图 
#文艺战“疫” #【《战瘟神》以“盘古之音”奏响江苏“战疫强音”】新型冠状病毒感染的肺炎疫情牵动着所有人的心。江苏文艺界积极行动，连日来，“战疫”题材文艺作品不断涌现。继诗朗诵《春天保卫战》、戏歌《冰融雪消又一春》之后，“盘古之音·乐诗和鸣《战瘟神》”于2月2日正式上线。一起来听↓↓↓ http://t.cn/A6PgyuVa 
#江苏疫情通报# 【#扬州首批两名确诊病例治愈出院#啦】今天（7日）下午，扬州首批两名新型冠状病毒感染的肺炎患者治愈出院。“祝贺你们痊愈！”医务人员送上鲜花，祝贺他们重获健康。扬州首批！2人治愈出院！ （扬州发布）  原图 
【悲痛！南京市中医院副院长徐辉倒在抗疫一线】南京市中医院新型冠状病毒感染肺炎防治工作小组组长、副院长徐辉同志，因突发疾病，抢救无效，于2020年2月7日凌晨不幸逝世，享年51岁。（南京市卫健委）致敬！缅怀！转发送别！  原图 
#江苏播报#【捐款650万！武汉捐款单上，又看到这位熟悉的“江苏院士”】2月6日，武汉市慈善总会发布关于关于新型肺炎防控捐赠款物公告第12期，在这份公开的捐赠清单中，有一个江苏人极为熟悉的名字，捐款单上，他的名字出现了两次，一笔捐款为400万元，另外一笔250万元，这次，他以个人之力，共捐向武汉650万元善款。他就是2018年度国家最高科学技术奖获得者、陆军工程大学教授、中国工程院院士钱七虎。 [组图共2张] 原图 
#市县看点##微博辟谣#近日，网传“六合区每户家庭每2天只可安排1名家庭成员外出购买生活用品”。经向六合区新型冠状病毒感染的肺炎防控工作指挥部了解，此消息不实，希望广大网友不信谣！不传谣！（@南京发布）  原图 
